문서,페이지,종류,내용
공간정보보안업무예규.json,10,table,"<table id='99' style='font-size:14px'><thead><tr><td>공간정보</td><td>등 급</td><td>분 류 기 준</td></tr></thead><tbody><tr><td rowspan=""3"">항공사진</td><td>비공개</td><td>O 일반인의 출입이 통제되는 국가보안시설 및 군사시설(휴 전선 접경지역내 시설 포함)이 노출된 사진 및 영상, 3차원 입체자료</td></tr><tr><td>공개제한</td><td>O 일반인의 출입이 통제되는 국가보안시설 및 군사시설(휴 전선 접경지역내 시설 포함)이 삭제된 흔적이 남아 있는 사진 및 영상, 3차원 입체자료 O 2차원좌표(緯 · 經度)가 포함된 해상도 30m 보다 정밀한 자료 O 3차원좌표(緯 · 經 · 高度)가 포함된 해상도 90m보다 정밀한 자료</td></tr><tr><td>공 개</td><td>O ""비공개"" 및 ""공개제한"" 대상 이외의 항공사진 및 영상, 3차원 입체자료(인터넷·내비게이션·휴대폰에는 좌표 표시 불가) O 해상도 25cm보다 정밀한 항공사진은 건물 、 토지의 소유자와 법 제2조 제4호의 관리기관 및 관리기관의 장이 승인한 경 우에 한하여 제공 또는 판매하고, 인적사항 및 사진 내용을 기록 하여야 한다. O 단, 올림픽 등 국제행사 지역은 관계기관과 협의를 거쳐, 행사기간 동안 해상도 25cm보다 정밀한 항공사진을 일 반인에게 제공 또는 판매할 경우 기록을 생략할 수 있다</td></tr><tr><td rowspan=""2"">위성영상</td><td>비공개</td><td>O 일반인의 출입이 통제되는 국가보안시설 및 군사시설(휴 전선 접경지역내 시설 포함)이 노출된 3차원 위성자료</td></tr><tr><td>공개제한</td><td>O 정밀보정된 2차원좌표가 포함된 해상도 30m 보다 정밀한 자료 0 일반인의 출입이 통제되는 국가보안시설과 군사시설(휴 전선 접경지역내 시설 포함)이 노출된 해상도 1.5m보다 정밀한 자료 0 3차원좌표가 포함된 해상도 90m보다 정밀한 자료 O 단, 국가보안시설 및 군사시설 중 노출되지 않아야 할 대상 은 국가정보원장 또는 국방부장관과 협의를 거쳐야 함</td></tr></tbody></table>"
공간정보보안업무예규.json,11,table,"<table id='0' style='font-size:14px'><thead><tr><td>공간정보</td><td>등 급</td><td>분 류 기 준</td></tr></thead><tbody><tr><td></td><td>공 개</td><td>0 ""비공개"" 및 ""공개제한"" 대상 이외의 위성영상 및 3차원 위성자료 O 국가보안시설 및 군사시설(휴전선 접경지역내 시설 포함) 이외 지역의 자료(인터넷, 내비게이션, 휴대폰에는 좌표표 시 불가) O 단, 해상도 25cm보다 정밀한 위성영상 제공 또는 판매 시 인적사항 및 사진내용에 대한 기록 유지 O 좌표를 포함하여 온라인으로 배포할 경우 정밀보정하지 않은 2차원 좌표만 포함 가능</td></tr><tr><td rowspan=""3"">전자지도</td><td>비공개</td><td>O 축척에 관계없이 일반인의 출입이 통제되는 국가보안시설 및 군사시설(휴전선 접경지역내 시설 포함)이 포함된 지도</td></tr><tr><td>공개제한</td><td>O 군사지도 O 전력 · 통신 · 가스 등 공공의 이익 및 안전과 밀접한 관계가 있는 국가기간시설이 포함된 지도 0 단, 항공기 - 선박의 안전항행 등에 필요한 전력 - 통신 、 가스 등 국가기간시설은 보안성 검토를 거쳐 지도에 표기 0 1:1,000 축척 이상 지도의 등고선과 표고점</td></tr><tr><td>공 개</td><td>O ""비공개"" 및 ""공개제한"" 대상 이외의 지도 인터넷 、 내비게이션 - 휴대폰 등을 통해 좌표와 1:5,000 축척 O 이상 지도의 등고선 、 표고값 표시 불가</td></tr><tr><td>해 양 공간정보</td><td>비공개</td><td>O 접경해역 수심 자료 O 좌표가 표기되어 있고 국가보안시설 및 군사시설 인근해역 또는 접경해역내 해상도 30m보다 정밀한 해저 영상자료</td></tr></tbody></table>"
공간정보보안업무예규.json,12,table,"<table id='1' style='font-size:14px'><thead><tr><td>공간정보</td><td>등 급</td><td>분 류 기 준</td></tr></thead><tbody><tr><td rowspan=""2""></td><td>공개제한</td><td>O 좌표가 포함된 해상도 120m보다 정밀한 수심 자료 O 단, 공개제한 대상 수심이라도 항해안전, 해양레저, 해양공간 정보 산업화 등에 필수적인 해역의 수심은 관계기관 협의 후 공개 O 좌표가 포함된 해상도 90m보다 정밀한 해저 영상자료</td></tr><tr><td>공 개</td><td>O ""비공개"" 및 ""공개제한"" 대상 이외의 수심 O ""비공개"" 및 ""공개제한"" 대상 이외의 해저 영상자료 O 해도, 전자해도 등</td></tr><tr><td rowspan=""2"">기 타 공간정보</td><td>비공개</td><td>O 일반인의 출입이 통제되는 국가보안시설 및 군사시설(휴 전선 접경지역내 시설 포함)이 노출된 3차원 공간정보 0 일반인의 출입이 통제되는 국가보안시설 및 군사시설(휴 전선 접경지역내 시설 포함)의 명칭 및 속성자료</td></tr><tr><td>공개제한</td><td>0 공공의 이익 및 안전과 밀접한 관계가 있는 국가기간시 설의 명칭 및 속성자료 0 해상도가 90m보다 정밀하고 3차원 좌표가 포함된 3차원 공간정보 O 단, 해상도 90m보다 정밀하고 3차원 좌표가 포함된 공간정 보 중 도로 지역은 보안성 검토를 거쳐 국가안보상 위해 요 인이 없는 경우 공개</td></tr><tr><td>기 타 공간정보</td><td>공 개</td><td>0 ""비공개"" 및 ""공개제한"" 대상 이외의 기타공간정보 O 좌표가 없는 일반지역 3차원 영상자료 0 3차원 좌표가 있고 해상도가 90m보다 낮은 입체영상자료 0 토양 · 지질 · 지번도, 도시 · 도로 건설계획도 등</td></tr></tbody></table>"
공간정보보안업무예규.json,13,heading1,<h1 id='2' style='font-size:20px'>[별표 2]</h1>
공간정보보안업무예규.json,13,heading1,<br><h1 id='3' style='font-size:22px'>공간정보의 안전지출 및 파기계획</h1>
공간정보보안업무예규.json,13,heading1,<h1 id='4' style='font-size:14px'>1. 목적</h1>
공간정보보안업무예규.json,13,paragraph,"<br><p id='5' data-category='paragraph' style='font-size:16px'>이 계획은 전시사변, 폭동, 천재지변, 화재 또는 이에 준하는 비상사태에 있어서<br>한국국토정보공사가 보관 · 관리 및 활용하고 있는 공개제한 및 비공개 공간정보(이하<br>&#34;공간정보&#34;라 한다)를 안전하게 지출 또는 파기함으로써 공간정보 자료의 안전한 관리를<br>도모함을 목적으로 한다.</p>"
공간정보보안업무예규.json,13,heading1,<h1 id='6' style='font-size:16px'>2. 적용범위</h1>
공간정보보안업무예규.json,13,paragraph,<br><p id='7' data-category='paragraph' style='font-size:14px'>한국국토정보공사가 생산 · 관리 및 활용하고 있는 공간정보</p>
공간정보보안업무예규.json,13,heading1,<h1 id='8' style='font-size:16px'>3. 지출 또는 파기의 시기</h1>
공간정보보안업무예규.json,13,paragraph,"<br><p id='9' data-category='paragraph' style='font-size:16px'>가. 전쟁, 사변 또는 폭동의 발발로 인하여 공간정보 등을 현 보관장소에 안전하게 보관할 수<br>없게 된 때</p>"
공간정보보안업무예규.json,13,paragraph,"<br><p id='10' data-category='paragraph' style='font-size:18px'>나. 천재지변, 화재 등으로 공간정보 등이 누설, 전파, 분실, 도난, 손실 또는 파괴될 우려가<br>있을 때</p>"
공간정보보안업무예규.json,13,paragraph,"<br><p id='11' data-category='paragraph' style='font-size:16px'>다. 적, 무장공비, 폭도 그 밖의 불순분자의 포위공격 또는 침투로 공간정보 등을 탈취당할<br>우려가 있을 때</p>"
공간정보보안업무예규.json,13,paragraph,<br><p id='12' data-category='paragraph' style='font-size:16px'>라. 그 밖의 현 보관 장소에 계속 보관할 수 없는 불가피한 또는 긴박한 상황이 발생한 때</p>
공간정보보안업무예규.json,13,heading1,<h1 id='13' style='font-size:16px'>4. 지출 또는 파기의 절차 및 장소 등</h1>
공간정보보안업무예규.json,13,heading1,<br><h1 id='14' style='font-size:16px'>가. 일과 중일 때의 지출절차</h1>
공간정보보안업무예규.json,13,paragraph,<br><p id='15' data-category='paragraph' style='font-size:16px'>1) 상황파악 및 지출명령</p>
공간정보보안업무예규.json,13,paragraph,<br><p id='16' data-category='paragraph' style='font-size:18px'>공간정보 보안담당관은 전 3항의 상황에 따른 지출시기임이 파악되었을 때에는 즉시 사장의<br>지출명령을 받아 보관책임자에게 공개제한 및 비공개 공간정보에 대한 지출을 명한다.</p>
공간정보보안업무예규.json,13,heading1,<br><h1 id='17' style='font-size:16px'>2) 보관책임자의 지출조치</h1>
공간정보보안업무예규.json,13,paragraph,<br><p id='18' data-category='paragraph' style='font-size:18px'>가) 공간정보 등 지출요원 소집 및 인출지시</p>
공간정보보안업무예규.json,13,heading1,<br><h1 id='19' style='font-size:16px'>지출요원은 보관 부책임자 및 그 소속직원이 된다.</h1>
공간정보보안업무예규.json,13,paragraph,<br><p id='20' data-category='paragraph' style='font-size:16px'>나) 공간정보 등의 보관용기 개방과 인출작업</p>
공간정보보안업무예규.json,13,paragraph,<br><p id='21' data-category='paragraph' style='font-size:18px'>지출요원은 보관용기를 개방하여 공간정보 등을 인출한 후 이를 비상반출낭에 넣어 반출준비를<br>완료한다.</p>
공간정보보안업무예규.json,13,paragraph,<p id='22' data-category='paragraph' style='font-size:16px'>반출 시 호위는 각 지출요원 또는 지명 받은 보조요원이 행한다.<br>나. 일과 후 및 공휴일의 지출절차</p>
공간정보보안업무예규.json,13,heading1,<br><h1 id='23' style='font-size:16px'>1) 상황파악 및 지출명령</h1>
공간정보보안업무예규.json,13,paragraph,<br><p id='24' data-category='paragraph' style='font-size:18px'>당직책임자는 제3항에 따른 지출시기임이 파악되었을 때에는 즉각 공간보안담당관에게 보고한<br>후 공간보안담당관의 명에 따라 비밀 등에 대한 지출을 명한다.</p>
공간정보보안업무예규.json,13,paragraph,<br><p id='25' data-category='paragraph' style='font-size:16px'>2) 비상소집 조치</p>
공간정보보안업무예규.json,13,paragraph,<br><p id='26' data-category='paragraph' style='font-size:18px'>다) 반출</p>
공간정보보안업무예규.json,13,paragraph,<br><p id='27' data-category='paragraph' style='font-size:18px'>지출요원은 공간정보 등을 지출지까지 승강기 또는 비상계단을 통하여 가장 신속하고도 안전한<br>방법으로 반출한다.</p>
공간정보보안업무예규.json,13,heading1,<br><h1 id='28' style='font-size:18px'>라) 반출 시 호위</h1>
공간정보보안업무예규.json,14,paragraph,<p id='29' data-category='paragraph' style='font-size:18px'>당직책임자는 판단된 상황에 따라 전직원에 대한 비상소집 조치를 취한다.</p>
공간정보보안업무예규.json,14,heading1,<br><h1 id='30' style='font-size:14px'>3) 지출조치</h1>
공간정보보안업무예규.json,14,paragraph,"<br><p id='31' data-category='paragraph' style='font-size:18px'>가) 안전함 개방, 보관용기 열쇠 및 다이얼번호 등 확인</p>"
공간정보보안업무예규.json,14,paragraph,<br><p id='32' data-category='paragraph' style='font-size:18px'>당직책임자는 숙직실에 보관되어 있는 안전함을 열어 각 부서 보관용기 열쇠 및 다이얼번호를<br>확인한다.</p>
공간정보보안업무예규.json,14,heading1,<br><h1 id='33' style='font-size:18px'>나) 인출조 편성 및 인출지시</h1>
공간정보보안업무예규.json,14,paragraph,<br><p id='34' data-category='paragraph' style='font-size:18px'>당직책임자는 숙직자(수위 포함)로 구성된 인원으로 각 부서별로 분담한 인출조를 편성하여<br>해당되는 열쇠와 다이얼 번호를 인계하여 인출토록 지시한다.</p>
공간정보보안업무예규.json,14,heading1,<br><h1 id='35' style='font-size:18px'>다) 인출조의 인출작업</h1>
공간정보보안업무예규.json,14,paragraph,<br><p id='36' data-category='paragraph' style='font-size:18px'>분담받은 해당 부서의 공간정보 등 보관용기를 개방하여 공간정보 등을 인출한 후 이를<br>비상반출낭에 넣어 반출준비를 완료한다.<br>라) 반출</p>
